accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon
CP001752.1	515	0	0	283358	283379	283872	283851	283358	283872	666714	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP001752.1	515	0	0	234913	234934	235427	235406	234913	235427	666714	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP000805.1	515	0	0	283319	283340	283833	283812	283319	283833	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP000805.1	515	0	0	234875	234896	235389	235368	234875	235389	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
AE000520.1	515	0	0	282136	282157	282650	282629	282136	282650	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
AE000520.1	515	0	0	233692	233713	234206	234185	233692	234206	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP078090.1	554	0	0	283322	283343	283875	283854	283322	283875	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP078090.1	554	0	0	234921	234942	235474	235453	234921	235474	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095419.1	554	0	0	283446	283467	283999	283978	283446	283999	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095419.1	554	0	0	235001	235022	235554	235533	235001	235554	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095418.1	554	0	0	283506	283527	284059	284038	283506	284059	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095418.1	554	0	0	235061	235082	235614	235593	235061	235614	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095417.1	554	0	0	283508	283529	284061	284040	283508	284061	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095417.1	554	0	0	235063	235084	235616	235595	235063	235616	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095420.1	554	0	0	282308	282329	282861	282840	282308	282861	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095420.1	554	0	0	233863	233884	234416	234395	233863	234416	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095416.1	554	0	0	283444	283465	283997	283976	283444	283997	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095416.1	554	0	0	234999	235020	235552	235531	234999	235552	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095415.1	554	0	0	283446	283467	283999	283978	283446	283999	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP095415.1	554	0	0	235001	235022	235554	235533	235001	235554	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073574.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073574.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073573.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073573.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073565.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073565.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073567.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073567.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073568.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073568.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073569.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073569.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073570.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073570.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073571.2	554	0	0	283492	283513	284045	284024	283492	284045	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073571.2	554	0	0	235047	235068	235600	235579	235047	235600	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073572.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073572.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073558.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073558.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073559.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073559.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073560.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073560.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073561.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073561.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073562.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073562.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073563.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073563.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073564.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073564.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073552.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073552.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073553.2	554	0	0	283502	283523	284055	284034	283502	284055	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073553.2	554	0	0	235057	235078	235610	235589	235057	235610	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073554.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073554.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073555.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073555.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073576.2	554	0	0	283563	283584	284116	284095	283563	284116	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073576.2	554	0	0	235118	235139	235671	235650	235118	235671	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073556.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073556.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073557.2	554	0	0	283385	283406	283938	283917	283385	283938	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073557.2	554	0	0	234940	234961	235493	235472	234940	235493	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073545.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073545.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073546.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073546.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073547.2	554	0	0	283478	283499	284031	284010	283478	284031	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073547.2	554	0	0	235033	235054	235586	235565	235033	235586	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073548.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073548.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073549.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073549.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073550.2	554	0	0	283480	283501	284033	284012	283480	284033	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073550.2	554	0	0	235035	235056	235588	235567	235035	235588	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073551.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073551.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073538.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073538.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073539.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073539.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073540.2	554	0	0	283484	283505	284037	284016	283484	284037	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073540.2	554	0	0	235039	235060	235592	235571	235039	235592	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073541.2	554	0	0	283489	283510	284042	284021	283489	284042	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073541.2	554	0	0	235044	235065	235597	235576	235044	235597	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073542.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073542.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073543.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073543.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073544.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073544.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073512.2	554	0	0	283560	283581	284113	284092	283560	284113	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073512.2	554	0	0	235115	235136	235668	235647	235115	235668	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073511.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073511.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073510.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073510.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073509.2	554	0	0	283485	283506	284038	284017	283485	284038	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073509.2	554	0	0	235040	235061	235593	235572	235040	235593	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073508.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073508.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073507.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073507.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073504.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073504.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073521.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073521.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073520.2	554	0	0	283392	283413	283945	283924	283392	283945	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073520.2	554	0	0	234947	234968	235500	235479	234947	235500	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073519.2	554	0	0	283526	283547	284079	284058	283526	284079	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073519.2	554	0	0	235081	235102	235634	235613	235081	235634	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073516.2	554	0	0	283482	283503	284035	284014	283482	284035	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073516.2	554	0	0	235037	235058	235590	235569	235037	235590	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073515.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073515.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073514.2	554	0	0	283488	283509	284041	284020	283488	284041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073514.2	554	0	0	235043	235064	235596	235575	235043	235596	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073513.2	554	0	0	283483	283504	284036	284015	283483	284036	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073513.2	554	0	0	235038	235059	235591	235570	235038	235591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073530.2	554	0	0	283488	283509	284041	284020	283488	284041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073530.2	554	0	0	235043	235064	235596	235575	235043	235596	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073529.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073529.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073528.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073528.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073527.2	554	0	0	283481	283502	284034	284013	283481	284034	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073527.2	554	0	0	235036	235057	235589	235568	235036	235589	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073526.2	554	0	0	283564	283585	284117	284096	283564	284117	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073526.2	554	0	0	235119	235140	235672	235651	235119	235672	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073525.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073525.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073524.2	554	0	0	283486	283507	284039	284018	283486	284039	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073524.2	554	0	0	235041	235062	235594	235573	235041	235594	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073537.2	554	0	0	283487	283508	284040	284019	283487	284040	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073537.2	554	0	0	235042	235063	235595	235574	235042	235595	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073536.2	554	0	0	283505	283526	284058	284037	283505	284058	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
CP073536.2	554	0	0	235060	235081	235613	235592	235060	235613	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_2
