"Sample_Name","Sanger_Lane_ID_raw","Cleaned_fastq_id","SRR/ENA_Accession","Species","Sample_Year","Citation","Sequencing_Method","Sample_Type","Geo_Country","Continent","TPA_Lineage","Beale2021.TPA.sublineages","TPA.TPE.scheme","Reads_or_assemblies","Proportion-N_>5_mapping+masking_Nichols","Assembly_Length_(total)","Assembly_#_contigs","Assembly_N50","Assembly_ref-sites_%","CheckM-completeness","CheckM-contamination"
"PHE170322A","27455_1#22","27455_1#22.Treponema.ds2500000-reads","ERR3684471","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","8","8","reads","5.3454399999999999E-2",1141502,145,14395,100.164000164965,"100","3.5"
"PHE170328A","27455_2#30","27455_2#30.Treponema.ds2500000-reads","ERR3684511","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7302700000000001E-2",1133599,16,209175,99.4705313026211,"100","0"
"PHE170329A","27455_3#30","27455_3#30.Treponema.ds2500000-reads","ERR3684548","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7973100000000003E-2",1134125,23,113544,99.5166865122368,"100","0"
"PHE170333A","27455_1#23","27455_1#23.Treponema.ds2500000-reads","ERR3684472","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","4.5512799999999999E-2",1133112,68,38877,99.4277982473305,"100","0.28000000000000003"
"PHE170336B","27455_1#24","27455_1#24.Treponema.ds2500000-reads","ERR3684473","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","8","8","reads","4.0633799999999998E-2",1130251,36,68703,99.1767525159415,"100","0.27"
"PHE170343A","27455_3#32","27455_3#32.Treponema.ds2500000-reads","ERR3684550","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","5.1353599999999999E-2",1143498,174,11292,100.339144268374,"100","7.0000000000000007E-2"
"PHE170345A","27455_5#33","27455_5#33.Treponema.ds2500000-reads","ERR3684641","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","8.4946999999999995E-2",1149201,305,5575,100.839568527763,"99.97","3.23"
"PHE170346A","27455_2#31","27455_2#31.Treponema.ds2500000-reads","ERR3684512","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.6955200000000001E-2",1141822,19,175008,100.192079379941,"100","0.05"
"PHE170348A","27455_5#34","27455_5#34.Treponema.ds2500000-reads","ERR3684642","TPA","2017","unpublished-WSI","SureSelect","Clinical_Swab","UK","Europe","SS14",NA,"1","reads","0.11104700000000001",1155439,386,4445,101.386937724689,"96.75","4.37"
"PHE170349A","27455_1#25","27455_1#25.Treponema.ds2500000-reads","ERR3684474","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","4.2050999999999998E-2",1135562,37,65224,99.6427797369855,"100","0"
"PHE170351A","27455_3#33","27455_3#33.Treponema.ds2500000-reads","ERR3684551","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.9865900000000003E-2",1132294,50,75774,99.3560207540498,"100","0"
"PHE170352A","27455_3#34","27455_3#34.Treponema.ds2500000-reads","ERR3684552","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.1091000000000003E-2",1133366,60,39016,99.4500861242172,"100","0.54"
"PHE170353A","27455_6#33","27455_6#33.Treponema.ds2101561-reads","ERR3684684","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.184892",1118957,735,1872,98.1857317224054,"97.55","10.8"
"PHE170355A","27455_4#33","27455_4#33.Treponema.ds2500000-reads","ERR3684596","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","6.2725500000000003E-2",1149042,266,6285,100.825616667822,"98.76","8.43"
"PHE170356A","27455_3#35","27455_3#35.Treponema.ds2500000-reads","ERR3684553","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.1857100000000001E-2",1135342,88,18893,99.62347527669,"99.6","1.69"
"PHE170362A","27455_7#30","27455_7#30.Treponema.ds2158791-reads","ERR3684723","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.234044",1093778,766,1723,95.9763362415795,"95.87","9.58"
"PHE170365A","27455_4#34","27455_4#34.Treponema.ds2500000-reads","ERR3684597","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","6.2708799999999995E-2",1149834,249,7134,100.895112724886,"98.76","2.74"
"PHE170366A","27455_5#35","27455_5#35.Treponema.ds2500000-reads","ERR3684643","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","6.1981300000000003E-2",1145111,204,8452,100.480681061359,"97.98","2.2000000000000002"
"PHE170367A","27455_3#37","27455_3#37.Treponema.ds2397526-reads","ERR3684555","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","9.2437599999999995E-2",1149796,312,5962,100.891778318108,"98.76","2.71"
"PHE170369A","27455_7#31","27455_7#31.Treponema.ds2322856-reads","ERR3684724","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.225135",NA,NA,NA,NA,NA,NA
"PHE170370A","27455_7#32","27455_7#32.Treponema.ds2500000-reads","ERR3684725","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.91911E-2",1134543,24,126779,99.5533649867984,"100","0"
"PHE170372A","27455_1#26","27455_1#26.Treponema.ds2500000-reads","ERR3684475","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","5.60528E-2",1139879,170,11637,100.021585896512,"99.97","0.52"
"PHE170373A","27455_6#35","27455_6#35.Treponema.ds2500000-reads","ERR3684686","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.12559699999999999",1153943,500,3138,101.255667394679,"99.17","6.14"
"PHE170374A","27455_1#27","27455_1#27.Treponema.ds2500000-reads","ERR3684476","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","4.6892299999999998E-2",1135787,88,25132,99.662522935015,"99.97","1.08"
"PHE170378A","27455_5#36","27455_5#36.Treponema.ds2500000-reads","ERR3684644","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.123458",1148318,453,3591,100.76208744394,"97.1","4.96"
"PHE170379A","29007_3#8","29007_3#8.Treponema.ds2500000-reads","ERR4045390","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.122101",1132160,217,10221,99.3442625827788,"97.15","3.01"
"PHE170380A","27455_3#38","27455_3#38.Treponema.ds2500000-reads","ERR3684556","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.8506699999999998E-2",1133672,21,148666,99.4769368735374,"100","0"
"PHE170381A","27455_1#28","27455_1#28.Treponema.ds2500000-reads","ERR3684477","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","3.9810699999999997E-2",1133636,20,153470,99.4737779618526,"100","0"
"PHE170384A","27455_3#39","27455_3#39.Treponema.ds2500000-reads","ERR3684557","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.5455799999999998E-2",1145899,187,10107,100.549826128236,"99.97","2.98"
"PHE170385A","27455_4#36","27455_4#36.Treponema.ds2500000-reads","ERR3684599","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","6.3271300000000003E-2",1145008,220,9143,100.471643064039,"97.96","2.87"
"PHE170386A","27455_1#29","27455_1#29.Treponema.ds2500000-reads","ERR3684478","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","6.2193699999999998E-2",1139603,156,13962,99.9973675735961,"99.19","3.25"
"PHE170387A","27455_2#34","27455_2#34.Treponema.ds2500000-reads","ERR3684515","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.8141599999999998E-2",1133953,20,173017,99.5015939341876,"100","0"
"PHE170388A","27455_3#40","27455_3#40.Treponema.ds2500000-reads","ERR3684558","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7314100000000003E-2",1133354,17,161196,99.4490331536556,"100","0"
"PHE170392A","27455_6#36","27455_6#36.Treponema.ds1973875-reads","ERR3684687","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.18098900000000001",1121614,649,2256,98.4188769542476,"95.96","10.61"
"PHE170397A","27455_2#35","27455_2#35.Treponema.ds1621612-reads","ERR3684516","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","0.229325",1136519,606,2491,99.7267541392712,"98.9","5.18"
"PHE170398A","27455_4#37","27455_4#37.Treponema.ds2500000-reads","ERR3684600","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.18421E-2",1132877,62,32213,99.407177573833,"100","0"
"PHE170401A","29007_3#9","29007_3#9.Treponema.ds2500000-reads","ERR4045391","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","8","8","reads","0.19085099999999999",1135056,689,2080,99.5983794783057,"94.73","9.8800000000000008"
"PHE170402A","27455_3#42","27455_3#42.Treponema.ds2500000-reads","ERR3684560","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.8531200000000002E-2",1129804,26,126816,99.1375293625228,"99.19","0.81"
"PHE170403A","27455_5#39","27455_5#39.Treponema.ds2500000-reads","ERR3684647","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.27074E-2",1133646,40,57024,99.4746554373206,"100","0"
"PHE170405A","27455_1#30","27455_1#30.Treponema.ds2500000-reads","ERR3684479","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","4.5113500000000001E-2",1134559,85,21992,99.5547689475471,"99.19","0.83"
"PHE170407A","27455_1#31","27455_1#31.Treponema.ds2500000-reads","ERR3684480","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.82732E-2",1133650,18,208981,99.4750064275078,"100","0"
"PHE170408A","27455_2#36","27455_2#36.Treponema.ds2500000-reads","ERR3684517","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7701999999999999E-2",1133403,16,160413,99.4533327834487,"100","0"
"PHE170409A","29007_2#3","29007_2#3.Treponema.ds2500000-reads","ERR4045378","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","8.4952299999999994E-2",1152209,315,5433,101.103513148531,"97.98","1.4"
"PHE170412A","27455_4#39","27455_4#39.Treponema.ds2500000-reads","ERR3684602","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.17031299999999999",1135431,653,2193,99.631284808355,"95.94","7.19"
"PHE170664A","29007_3#11","29007_3#11.Treponema.ds2500000-reads","ERR4045393","TPA","2017","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","0.233622",1129949,578,2651,99.1502527568086,"97.29","7.89"
"PT_SIF0697","SRR3571774","SRR3571774.Treponema.ds281646-reads","SRR3571774","TPA","2009","Pinto_2016","SureSelect","Clinical_Swab","Portugal","Europe","SS14","1","1","reads","3.8152999999999999E-2",1133526,15,175107,99.4641257317049,"100","0"
"PT_SIF0857","SRR3584965","SRR3584965.Treponema.ds405074-reads","SRR3584965","TPA","2010","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.7717800000000003E-2",1141238,23,175116,100.140834812611,"100","0.1"
"PT_SIF0877_3","SRR3571775","SRR3571775.Treponema.ds572707-reads","SRR3571775","TPA","2010","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.7031500000000002E-2",1184326,77,207504,103.921701109041,"99.97","1.49"
"PT_SIF0954","SRR3571778","SRR3571778.Treponema.ds1267709-reads","SRR3571778","TPA","2010","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6863899999999998E-2",1130571,22,158333,99.2048317309169,"100","0.03"
"PT_SIF1002","SRR3571783","SRR3571783.Treponema.ds1307932-reads","SRR3571783","TPA","2011","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6849899999999998E-2",1134525,21,209190,99.551785530956,"99.97","0.03"
"PT_SIF1020","SRR3571785","SRR3571785.Treponema.ds1709469-reads","SRR3571785","TPA","2011","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6685799999999998E-2",1130440,22,105575,99.1933368022864,"100","0"
"PT_SIF1063","SRR3571786","SRR3571786.Treponema.ds277675-reads","SRR3571786","TPA","2012","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.8554900000000003E-2",1136309,19,175097,99.7083271544436,"100","0"
"PT_SIF1142","SRR3584839","SRR3584839.Treponema.ds280471-reads","SRR3584839","TPA","2013","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.9667599999999997E-2",1134494,15,175187,99.5490653570053,"100","0"
"PT_SIF1156","SRR3584840","SRR3584840.Treponema.ds2500000-reads","SRR3584840","TPA","2013","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6791999999999998E-2",1133668,16,223747,99.4765858833502,"100","0.05"
"PT_SIF1167","SRR3584841","SRR3584841.Treponema.ds482744-reads","SRR3584841","TPA","2013","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.7529100000000003E-2",1134407,18,175138,99.5414313204339,"100","0"
"PT_SIF1183","SRR3584842","SRR3584842.Treponema.ds1181556-reads","SRR3584842","TPA","2013","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6928000000000002E-2",1127659,19,138988,98.9493108746412,"100","0.05"
"PT_SIF1196","SRR3584843","SRR3584843.Treponema.ds2500000-reads","SRR3584843","TPA","2013","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.7035899999999997E-2",1129360,21,150058,99.0985694517446,"100","0"
"PT_SIF1200","SRR3584844","SRR3584844.Treponema.ds1533577-reads","SRR3584844","TPA","2013","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.7302700000000001E-2",1129296,21,138822,99.0929536087495,"100","0.81"
"PT_SIF1242","SRR3584845","SRR3584845.Treponema.ds2500000-reads","SRR3584845","TPA","2014","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6833200000000003E-2",1128591,19,195783,99.0310915882569,"100","0.56999999999999995"
"PT_SIF1252","SRR3584871","SRR3584871.Treponema.ds2018221-reads","SRR3584871","TPA","2014","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6773599999999997E-2",1131527,25,138910,99.2887183856557,"100","0"
"PT_SIF1261","SRR3584875","SRR3584875.Treponema.ds1968237-reads","SRR3584875","TPA","2014","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.6998200000000002E-2",1136427,26,160479,99.7186813649657,"100","0"
"PT_SIF1278","SRR3584879","SRR3584879.Treponema.ds235573-reads","SRR3584879","TPA","2014","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.8625100000000002E-2",1129269,22,150028,99.0905844249859,"100","0"
"PT_SIF1280","SRR3584882","SRR3584882.Treponema.ds2500000-reads","SRR3584882","TPA","2014","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","3.7089499999999997E-2",1200834,24,138911,105.370237611582,"100","4.0599999999999996"
"PT_SIF1299","SRR3584884","SRR3584884.Treponema.ds305258-reads","SRR3584884","TPA","2014","Pinto_2016","SureSelect","clinical acquired","Portugal","Europe","SS14","1","1","reads","4.0967200000000002E-2",1134697,20,126687,99.5668781090053,"100","0"
"Q3","SRR2996732","SRR2996732.Treponema.ds2500000-reads","SRR2996732","TPA","2015","Sun_2016","unenriched_Illumina_HiSeq_2500","low rabbit passage","China","Asia","SS14","2","2","reads","3.6137299999999997E-2",1133815,16,299132,99.4894847727295,"100","0"
"R2-106190","27455_1#39","27455_1#39.Treponema.ds1964426-reads","ERR3596749","TPE","2013","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","9.0859700000000002E-2",1142382,394,4083,100.241218006148,"98.36","3.21"
"R2-64919","27455_1#46","27455_1#46.Treponema.ds2500000-reads","ERR3596756","TPE","2013","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","6.3368800000000003E-2",1145382,210,9128,100.504460646541,"99.97","2"
"R2-SR-001B","27455_1#33","27455_1#33.Treponema.ds2500000-reads","ERR3596743","TPE","2013","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","6.6240400000000005E-2",1142286,230,7922,100.232794241655,"99.97","5.19"
"R3-SAL-007","27455_1#45,29007_2#4","29007_2#4-cat","ERR3596780","TPE","2014","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE26","reads","4.1844899999999997E-2",1130162,61,44192,99.1689429842765,"99.57","0.36"
"R4-ZUE-021","27455_2#46,29007_2#19","29007_2#19-cat","ERR3596791","TPE","2014","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.18717400000000001",1138917,548,2809,99.9371727564927,"98.34","5.52"
"R5-SAM-001","27455_1#35","27455_1#35.Treponema.ds1996686-reads","ERR3596745","TPE","2015","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.10174",1140461,327,5133,100.072654968749,"96.75","5.18"
"R5-ZUE-007","27455_2#42,29007_2#15","29007_2#15-cat","ERR3596787","TPE","2015","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.15243799999999999",1147535,432,3700,100.693381114797,"99.57","5.03"
"R6-HUR-007","27455_2#44,29007_2#17","29007_2#17-cat","ERR3596789","TPE","2015","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.15080099999999999",1142723,444,3819,100.271139919606,"97.02","7.5"
"R6-SAM1-001","27455_1#36","27455_1#36.Treponema.ds2257535-reads","ERR3596746","TPE","2015","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.100539",1144527,398,4102,100.429436494029,"98.36","6.63"
"R7-KUN2-001","27455_1#38","27455_1#38.Treponema.ds2500000-reads","ERR3596748","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE21","reads","7.3173500000000002E-2",1145176,267,7014,100.486384651901,"96.75","2.35"
"R7-LAN-005","27455_2#43,29007_2#16","29007_2#16-cat","ERR3596788","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.157943",1141555,600,2535,100.168650784946,"96.59","8.1300000000000008"
"R7-PUT1-002","27455_2#39,29007_2#12","29007_2#12-cat","ERR3596784","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","6.3078400000000007E-2",1137895,179,9469,99.8474947636651,"99.57","1.94"
"R8-KOS-004","27455_1#43","27455_1#43.Treponema.ds2185158-reads","ERR3596753","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.10248500000000001",1140777,384,4445,100.100383193537,"96.75","5.73"
"R8-KOS-007","27455_2#38,29007_2#11","29007_2#11-cat","ERR3596783","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","5.6984100000000003E-2",1138440,159,11627,99.89531717667,"99.17","2.74"
"R8-LMC-004","27455_1#34","27455_1#34.Treponema.ds1615846-reads","ERR3596744","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.15565200000000001",1137571,473,3213,99.8190645585026,"97.1","6.78"
"R8-MAZ-003","27455_1#40","27455_1#40.Treponema.ds1406393-reads","ERR3596750","TPE","2016","Beale_2020_PNG-Yaws","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.22830700000000001",1077794,729,1702,94.5737794535609,"95.42","12.99"
"Samoa_D","SRR3268738","SRR3268738.Treponema.ds2500000-reads","SRR3268738","TPE","1953","Arora_2016","Sequence_capture","rabbit inoculation","Western_Samoa","Oceania","-",NA,"TPE27","reads","3.1244399999999999E-2",1126934,19,172819,98.8856939032127,"99.17","0"
"Seattle_81-4","15169_7#74","15169_7#74.Treponema.ds2500000-reads","ERR2756164","TPA","1980","Beale_2019_Global_TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","7","7","reads","3.13347E-2",1130347,13,174970,99.1851762804341,"100","0"
"Seattle_Nichols","NZ_CP010422.1","NZ_CP010422.1","NZ_CP010422.1","TPA","1912","unpublished-Giacani","-","rabbit inoculation","USA","N.America","Nichols","10","10","assemblies","3.76195E-2",1139844,1,1139844,100.018514732374,"99.19","0"
"Sei_Geringging_K403","NZ_CP024089.1","NZ_CP024089.1","NZ_CP024089.1","TPE","1990","Strouhal_2018","pooled_segment_genome_sequencing","rabbit inoculation","Indonesia","Asia","-",NA,"TPE28","assemblies","3.13347E-2",1139464,1,1139464,99.9851706645912,"99.97","0"
"SHC_0","SRR2996724","SRR2996724.Treponema.ds2500000-reads","SRR2996724","TPA","2014","Sun_2016","unenriched_Illumina_HiSeq_2500","low rabbit passage","China","Asia","SS14","2","2","reads","3.59241E-2",1133897,15,598898,99.4966800715669,"100","0"
"SHD_R","SRR2996725","SRR2996725.Treponema.ds2500000-reads","SRR2996725","TPA","2014","Sun_2016","unenriched_Illumina_HiSeq_2500","low rabbit passage","China","Asia","SS14","2","2","reads","3.5746800000000002E-2",1133282,16,299012,99.4427153302862,"100","0"
"SHE_V","SRR2996726","SRR2996726.Treponema.ds1117177-reads","SRR2996726","TPA","2014","Sun_2016","unenriched_Illumina_HiSeq_2500","low rabbit passage","China","Asia","SS14","2","2","reads","3.5677500000000001E-2",1133330,16,299005,99.4469272125325,"100","0"
"SHG_I2","SRR2996727","SRR2996727.Treponema.ds537460-reads","SRR2996727","TPA","2014","Sun_2016","unenriched_Illumina_HiSeq_2500","low rabbit passage","China","Asia","SS14","2","2","reads","3.5316E-2",1133286,14,598861,99.4430663204733,"100","0"
"SS14_v2","NC_021508.1","NC_021508.1","NC_021508.1","TPA","1977","Pětrošová_2013","Illumina_+_454","rabbit passage","USA","N.America","SS14","Singleton","Singleton","assemblies","3.6182100000000002E-2",1139569,1,1139569,99.9943841570049,"100","0"
"SW6","SRR3268732","SRR3268732.Treponema.ds301291-reads","SRR3268732","TPA","2012","Arora_2016","Sequence_capture","clinical acquired","Switzerland","Europe","SS14","1","1","reads","7.1902599999999997E-2",1129706,65,34681,99.1289301029366,"100","0.97"
"SW8","SRR3268736","SRR3268736.Treponema.ds906419-reads","SRR3268736","TPA","2012","Arora_2016","Sequence_capture","clinical acquired","Switzerland","Europe","SS14","1","1","reads","3.8661099999999997E-2",1126835,22,113942,98.8770068960797,"100","0.85"
"TaïNP-2","SRR4308604","SRR4308604.Treponema.ds527529-reads","SRR4308604","TPE","2013","Knauf_2018","Sequence_capture","Face_lesion_biopsy","Côte_dIvoire","Africa","-",NA,"TPE32","reads","4.1290399999999998E-2",1136839,16,298962,99.7548333542465,"99.97","0"
"TPA_ALC005","31818_2#14","31818_2#14.Treponema.ds1197249-reads","ERR4853563","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","7.8155000000000002E-2",1141348,282,7930,100.150487042759,"97.55","1.18"
"TPA_ALC011","31818_1#22","31818_1#22.Treponema.ds915605-reads","ERR4853548","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.20675399999999999",1115924,527,3148,97.9195934129672,"93.28","7.17"
"TPA_ALC015","31822_1#6","31822_1#6.Treponema.ds2431970-reads","ERR4899202","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","4.1943099999999997E-2",1131164,42,64939,99.2568660261681,"100","0.28999999999999998"
"TPA_ALC023","31818_1#23","31818_1#23.Treponema.ds1242931-reads","ERR4853549","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.105869",1136213,300,7667,99.699903389951,"98.36","4.91"
"TPA_ALC034","31818_3#16","31818_3#16.Treponema.ds2500000-reads","ERR4853588","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","3.7396600000000002E-2",1133257,14,208972,99.4405216416162,"100","0"
"TPA_ALC035","31818_2#16","31818_2#16.Treponema.ds1186655-reads","ERR4853564","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.16978799999999999",1111199,502,3644,97.5049862543468,"93.61","8.8000000000000007"
"TPA_ALC036","31818_5#5","31818_5#5.Treponema.ds988956-reads","ERR4853633","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.20232600000000001",1097357,565,2870,96.2903847115694,"94.39","8.19"
"TPA_ALC053","31818_6#4","31818_6#4.Treponema.ds914046-reads","ERR4853658","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.16814299999999999",1140664,406,3920,100.090467720749,"95.11","7.6"
"TPA_ALC055","31818_3#17","31818_3#17.Treponema.ds2500000-reads","ERR4853589","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","5.1744100000000001E-2",1131323,104,22811,99.270817886109,"99.97","2.87"
"TPA_ALC076","31818_5#12","31818_5#12.Treponema.ds1064598-reads","ERR4853636","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Canada","N.America","SS14","1","1","reads","0.22970699999999999",1082660,548,2806,95.0007590162798,"92.13","5.48"
