accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon	region.cluster
CP024750.1	592	0	0	508057	508078	508648	508627	508057	508648	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP032623.1	592	0	0	507779	507800	508370	508349	507779	508370	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP024089.1	592	0	0	507940	507961	508531	508510	507940	508531	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP024088.1	592	0	0	508229	508250	508820	508799	508229	508820	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP021113.1	592	0	0	508277	508298	508868	508847	508277	508868	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP028438.1	592	0	0	507707	507728	508298	508277	507707	508298	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP020365.1	592	0	0	508056	508077	508647	508626	508056	508647	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010422.1	592	0	0	508110	508131	508701	508680	508110	508701	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016048.1	592	0	0	507382	507403	507973	507952	507382	507973	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016046.1	592	0	0	507381	507402	507972	507951	507381	507972	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016069.1	592	0	0	507379	507400	507970	507949	507379	507970	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016068.1	592	0	0	507383	507404	507974	507953	507383	507974	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016067.1	592	0	0	507374	507395	507965	507944	507374	507965	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016066.1	592	0	0	507379	507400	507970	507949	507379	507970	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016065.1	592	0	0	507381	507402	507972	507951	507381	507972	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016064.1	592	0	0	507380	507401	507971	507950	507380	507971	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016063.1	592	0	0	507378	507399	507969	507948	507378	507969	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016062.1	592	0	0	507378	507399	507969	507948	507378	507969	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016061.1	592	0	0	507373	507394	507964	507943	507373	507964	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016060.1	592	0	0	507374	507395	507965	507944	507374	507965	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016059.1	592	0	0	507375	507396	507966	507945	507375	507966	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016058.1	592	0	0	507379	507400	507970	507949	507379	507970	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016057.1	592	0	0	507382	507403	507973	507952	507382	507973	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016056.1	592	0	0	507384	507405	507975	507954	507384	507975	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016055.1	592	0	0	507380	507401	507971	507950	507380	507971	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016054.1	592	0	0	507143	507164	507734	507713	507143	507734	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016053.1	592	0	0	507378	507399	507969	507948	507378	507969	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016052.1	592	0	0	507378	507399	507969	507948	507378	507969	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016051.1	592	0	0	507377	507398	507968	507947	507377	507968	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016050.1	592	0	0	507378	507399	507969	507948	507378	507969	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016049.1	592	0	0	507318	507339	507909	507888	507318	507909	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016047.1	592	0	0	507379	507400	507970	507949	507379	507970	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP016045.1	592	0	0	507378	507399	507969	507948	507378	507969	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010566.1	592	0	0	507986	508007	508577	508556	507986	508577	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010565.1	592	0	0	508048	508069	508639	508618	508048	508639	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010564.1	592	0	0	508243	508264	508834	508813	508243	508834	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010563.1	592	0	0	508011	508032	508602	508581	508011	508602	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010562.1	592	0	0	507781	507802	508372	508351	507781	508372	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010561.1	592	0	0	507937	507958	508528	508507	507937	508528	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010560.1	592	0	0	506676	506697	507267	507246	506676	507267	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010559.1	592	0	0	507926	507947	508517	508496	507926	508517	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP010558.1	592	0	0	507758	507779	508349	508328	507758	508349	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP015162.1	592	0	0	371366	371387	371957	371936	371366	371957	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP007548.1	592	0	0	505820	505841	506411	506390	505820	506411	1155776	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP003679.1	592	0	0	507473	507494	508064	508043	507473	508064	1095955	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP004010.2	592	0	0	507885	507906	508476	508455	507885	508476	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP004011.1	592	0	0	507749	507770	508340	508319	507749	508340	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP003902.1	592	0	0	508577	508598	509168	509147	508577	509168	1155775	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP003064.1	592	0	0	508246	508267	508837	508816	508246	508837	686990	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP003115.1	592	0	0	508227	508248	508818	508797	508227	508818	491081	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP002376.1	592	0	0	508300	508321	508891	508870	508300	508891	491080	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP002375.1	592	0	0	508267	508288	508858	508837	508267	508858	491079	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP002374.1	592	0	0	507813	507834	508404	508383	507813	508404	491078	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP002103.1	592	0	0	503758	503779	504349	504328	503758	504349	545776	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema paraluiscuniculi	all_10	RC125
CP001752.1	592	0	0	507533	507554	508124	508103	507533	508124	666714	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP000805.1	591	0	0	507735	507756	508325	508304	507735	508325	455434	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
AE000520.1	591	0	0	506303	506324	506893	506872	506303	506893	243276	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_10	RC125
CP078090.1	576	0	0	510946	510967	511521	511500	510946	511521	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP081507.1	576	0	0	511084	511105	511659	511638	511084	511659	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP095419.1	576	0	0	513126	513147	513701	513680	513126	513701	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP095418.1	576	0	0	513187	513208	513762	513741	513187	513762	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP095417.1	576	0	0	513137	513158	513712	513691	513137	513712	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP095420.1	576	0	0	512011	512032	512586	512565	512011	512586	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP095416.1	576	0	0	513171	513192	513746	513725	513171	513746	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP095415.1	576	0	0	513128	513149	513703	513682	513128	513703	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073574.2	576	0	0	513151	513172	513726	513705	513151	513726	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073573.2	576	0	0	512984	513005	513559	513538	512984	513559	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073565.2	576	0	0	512962	512983	513537	513516	512962	513537	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073567.2	576	0	0	513153	513174	513728	513707	513153	513728	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073568.2	576	0	0	513271	513292	513846	513825	513271	513846	NA	NA	NA	NA	NA	NA	NA	NA	NA	all_11	RC127
CP073569.2	576	0	0	513248	513269	513823	513802	513248	513823	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073570.2	576	0	0	513176	513197	513751	513730	513176	513751	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073571.2	576	0	0	513305	513326	513880	513859	513305	513880	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073572.2	576	0	0	513152	513173	513727	513706	513152	513727	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073558.2	576	0	0	512940	512961	513515	513494	512940	513515	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073559.2	576	0	0	512965	512986	513540	513519	512965	513540	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073560.2	576	0	0	512939	512960	513514	513493	512939	513514	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073561.2	576	0	0	512749	512770	513324	513303	512749	513324	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073562.2	576	0	0	512941	512962	513516	513495	512941	513516	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073563.2	576	0	0	512938	512959	513513	513492	512938	513513	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073564.2	576	0	0	512963	512984	513538	513517	512963	513538	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073552.2	576	0	0	512961	512982	513536	513515	512961	513536	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073553.2	576	0	0	513035	513056	513610	513589	513035	513610	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073554.2	576	0	0	513084	513105	513659	513638	513084	513659	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073555.2	576	0	0	512937	512958	513512	513491	512937	513512	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073576.2	576	0	0	513828	513849	514403	514382	513828	514403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073556.2	576	0	0	512937	512958	513512	513491	512937	513512	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073557.2	576	0	0	512550	512571	513125	513104	512550	513125	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073545.2	576	0	0	513127	513148	513702	513681	513127	513702	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073546.2	576	0	0	513151	513172	513726	513705	513151	513726	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073547.2	576	0	0	513266	513287	513841	513820	513266	513841	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073548.2	576	0	0	512943	512964	513518	513497	512943	513518	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073549.2	576	0	0	512944	512965	513519	513498	512944	513519	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073550.2	576	0	0	512960	512981	513535	513514	512960	513535	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073551.2	576	0	0	512964	512985	513539	513518	512964	513539	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073538.2	576	0	0	513107	513128	513682	513661	513107	513682	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073539.2	576	0	0	513011	513032	513586	513565	513011	513586	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073540.2	576	0	0	513129	513150	513704	513683	513129	513704	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073541.2	576	0	0	513180	513201	513755	513734	513180	513755	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073542.2	576	0	0	513102	513123	513677	513656	513102	513677	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073543.2	576	0	0	513102	513123	513677	513656	513102	513677	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073544.2	576	0	0	513129	513150	513704	513683	513129	513704	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073512.2	576	0	0	514016	514037	514591	514570	514016	514591	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073511.2	576	0	0	513082	513103	513657	513636	513082	513657	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073510.2	576	0	0	513103	513124	513678	513657	513103	513678	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073509.2	576	0	0	513106	513127	513681	513660	513106	513681	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073508.2	576	0	0	513179	513200	513754	513733	513179	513754	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073507.2	576	0	0	513127	513148	513702	513681	513127	513702	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073504.2	576	0	0	513128	513149	513703	513682	513128	513703	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073521.2	576	0	0	512995	513016	513570	513549	512995	513570	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073520.2	576	0	0	512987	513008	513562	513541	512987	513562	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073519.2	576	0	0	513389	513410	513964	513943	513389	513964	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073516.2	576	0	0	513247	513268	513822	513801	513247	513822	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073515.2	576	0	0	513058	513079	513633	513612	513058	513633	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073514.2	576	0	0	513131	513152	513706	513685	513131	513706	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073513.2	576	0	0	513127	513148	513702	513681	513127	513702	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073530.2	576	0	0	513176	513197	513751	513730	513176	513751	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073529.2	576	0	0	513466	513487	514041	514020	513466	514041	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073528.2	576	0	0	513034	513055	513609	513588	513034	513609	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073527.2	576	0	0	512788	512809	513363	513342	512788	513363	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073526.2	576	0	0	513289	513310	513864	513843	513289	513864	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073525.2	576	0	0	513157	513178	513732	513711	513157	513732	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073524.2	576	0	0	513129	513150	513704	513683	513129	513704	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073537.2	576	0	0	513080	513101	513655	513634	513080	513655	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073536.2	576	0	0	513432	513453	514007	513986	513432	514007	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073535.2	576	0	0	513084	513105	513659	513638	513084	513659	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073533.2	576	0	0	513034	513055	513609	513588	513034	513609	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073532.2	576	0	0	513053	513074	513628	513607	513053	513628	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073575.2	576	0	0	513177	513198	513752	513731	513177	513752	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073531.2	576	0	0	513128	513149	513703	513682	513128	513703	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073503.2	576	0	0	513132	513153	513707	513686	513132	513707	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073502.2	576	0	0	513103	513124	513678	513657	513103	513678	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073501.2	576	0	0	513177	513198	513752	513731	513177	513752	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073500.2	576	0	0	513084	513105	513659	513638	513084	513659	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
CP073499.2	576	0	0	513107	513128	513682	513661	513107	513682	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_11	RC127
